orf_id,st1_200m.x,st1_400m.x,st1_50m.x,st1_90m.x,st1_120m.x,st1_300m.x,st3_40m.x,st3_60m.x,st3_120m.x,st3_150m.x,st3_200m.x,st3_250m.x,st3_300m.x,st3_400m.x,st3_500m.x,st3_550m.x,st3_600m.x,st3_800m.x,st5_20m.x,st5_80m.x,st5_120m.x,st5_200m.x,st5_50m.x,st5_300m.x,st5_400m.x,st5_500m.x,st5_600m.x,st6_40m.x,st6_80m.x,st6_200m.x,st8_40m.x,st8_70m.x,st8_200m.x,st9_40m.x,st9_70m.x,st9_380m.x,st12_40m.x,st12_120m.x,st12_300m.x,st12_1900m.x,contig_length,orf_length,kegg_hit,kegg_desc,kegg_pathway,KO,KO_desc,KO_pathway,EC,GO_terms,uniprot,KOG_id,KOG_desc,KOG_class,KOG_group,best_hit,best_hit_percent_identity,best_hit_annotation,best_hit_GOS_core_cluster,best_hit_species,best_hit_taxon_id,domain,group,group_reads,group_orfs,best_LPI,hits_top,hits_unique,best_tax_string,PFams,PFams_desc,TIGRFams,TIGRFams_desc,transporter_family,transporter_substrate,transporter_evidence,transmembrane_domains
contig_1806827_1_639_-,0,0,1.582000845,1.513072059,1.866767677,0,0,0,1.569679833,2.452832185,2.960720803,3.437269125,0,0,0,0,0,0,1.857451326,1.794215905,2.448016475,3.200908342,1.124823968,3.457537581,2.236434129,1.619462051,1.870436278,0.563166108,0.579351204,1.763284757,0.799335317,0.683509708,3.790186074,0,0.598549571,5.827136418,0,1.142406512,0,0,1200,639,,,,,,,,,,,,,,CAMPEP_0168472958-CAMNT_0008488925,62,,,"Protoceratium reticulatum, Strain CCCM 535 (=CCMP 1889)",133427,Eukaryota,Dinophyta,43183874,207602,0.9621,13,5,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_1806866_1_840_+,0,0,0,0,0,0,0,0,3.582233618,3.731808967,0,0,0,0,0,0,0,0,0,2.729771341,0,0,0,0,0,0,0,0.428408503,0,0,0,0,0,0,0.910650418,0,0,2.607134861,0,0,840,840,,,,,,,,,,,,,,CAMPEP_0190447636-CAMNT_0034206283,39,,,Oxyrrhis marina LB1974,-311155,Eukaryota,Dinophyta,43183874,207602,0.9177,5,5,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karenia;Karenia brevis CCMP2229,,,,,,,NA,0
contig_1807770_915_1325_-,0,0,0,0,0,0,2.741580856,0,0,0,4.60316446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.370728662,0,1.062682976,0,0,0,0,0,0,0,0,2378,411,,,,,,,,,,,,,,CAMPEP_0189085540-CAMNT_0032608903,90,TIGR01242: 26Sp45: 26S proteasome subunit P45 family PF00004.24:  ATPase family associated with various cellular activities (AAA) PF13191.1:  AAA ATPase domain,,Karenia brevis SP1,-311226,Eukaryota,Dinophyta,43183874,207602,0.863,24,22,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Alexandrium;Alexandrium andersonii, Strain CCMP2222",,,,,,,NA,0
contig_1808378_1_844_+,0,0,1.197747086,1.145560481,0,0,0,0,1.188418736,0,0,0,0,0,0,0,0,0,0,2.037625527,0,0,0.851614355,0,0,0,0,0.852756262,0.877264027,1.334998768,0.605183967,0.517491355,0.717396002,0,0.45316727,0,0,0.864926257,0,0,844,844,,,,,,,,,,,,,,CAMPEP_0190339998-CAMNT_0034080165,29,,,Oxyrrhis marina,2969,Eukaryota,Dinophyta,43183874,207602,1,1,1,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Oxyrrhinaceae;Oxyrrhis;Oxyrrhis marina,,,,,,,NA,0
contig_1808929_1_747_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.794452073,0.767405598,0,0,0.962198816,0,0,0,0,0.963489003,0,0,0.683768765,0,0,0,0,0,0,0.977239305,0,0,747,747,,,,,,,,,,,,,,CAMPEP_0190088760-CAMNT_0033781511,38,PF01822.14: WSC domain,,Lingulodinium polyedra CCMP1738,-311231,Eukaryota,Dinophyta,43183874,207602,0.8927,16,9,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Togula;Togula jolla, Strain CCCM 725",PF01822||_GAP_,WSC domain||_GAP_,,,,,NA,0
contig_1808995_1_281_-,0,0,3.597503701,0,0,0,4.009927871,0,3.569485456,0,0,0,0,0,0,0,0,0,0,2.040042639,0,0,0,0,0,0,0,2.561303507,1.317457008,0,1.817705579,3.10863134,0,0,2.722229008,0,0,0,0,0,281,281,,,,,,,,,,,,,,CAMPEP_0189292810-CAMNT_0032864011,47,,,Karenia brevis SP3,-311227,Eukaryota,Dinophyta,43183874,207602,0.9209,40,14,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Kryptoperidinium;Kryptoperidinium foliaceum CCAP1116_3,,,,,,,NA,0
contig_1809357_1_928_-,0,0,0,0,0,0,0,0,1.08084635,0,0,0,0,0,0,0,0,0,0,1.235456857,2.528473914,1.10203687,0,3.571174323,0,0,0,0,0,0,0,0,0,0,0.412147819,0,0,0,0,0,1009,928,,,,,,,,,,,,,,CAMPEP_0189673344-CAMNT_0033341159,56,,,Kryptoperidinium foliaceum CCMP1326,-311230,Eukaryota,Dinophyta,43183874,207602,0.9518,9,5,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Kryptoperidinium;Kryptoperidinium foliaceum CCAP1116_3,,,,,,,NA,0
contig_1809437_67_2024_+,0,0,0,0,0,0,0,0,0,0,0.966241365,0,0,0,0,0,0,0,0.909278394,0,0.399459277,1.566941085,0,1.128379221,0,0,0,0.183791186,0,0.287727007,0.260865816,0,2.164645341,1.666830679,0.195338701,0.950852955,0,0,0,0,2108,1958,,,,,,,,,,,,,,CAMPEP_0199464142-CAMNT_0045285003,41,,,"Ceratium fusus, Strain PA161109",2916,Eukaryota,Dinophyta,43183874,207602,0.9343,3,3,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Ceratium;Ceratium fusus, Strain PA161109",,,,,,,NA,0
contig_1809813_98_856_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.347417938,0,0,0,0,0,0,0,0,0,0,1.595473585,0,0,0,0,0,0,0,1432,759,,,,,,,,,,,,,,CAMPEP_0200857178-CAMNT_0047034109,55,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,0.928,26,12,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Pyrodinium;Pyrodinium bahamense,,,,,,,NA,0
contig_1809841_1_543_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.092920255,0,0,0,1.323687874,0,0,0,0,0,0.681777936,0,0.940654268,0,0,0,0,0,0,0,0,0,771,543,,,,,,,,,,,,,,CAMPEP_0188430862-CAMNT_0031775299,48,,,Kryptoperidinium foliaceum CCAP1116_3,-311229,Eukaryota,Dinophyta,43183874,207602,0.9075,21,11,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Oxyrrhinaceae;Oxyrrhis;Oxyrrhis marina,,,,,,,NA,0
contig_1810024_141_698_-,0,0,3.623292258,1.732711552,0,0,0,0,0,0,0,0,0,0,0,8.883462368,0,9.638649961,0,0,0,0,0,0,2.561077793,1.854545252,2.141951222,0,0,2.019245448,1.830735727,0.782728859,1.085093594,0,0.685435799,0,0,1.308239715,0,0,698,558,,,,,,,,,,,,,,CAMPEP_0189919554-CAMNT_0033604319,58,,,Kryptoperidinium foliaceum CCMP1326,-311230,Eukaryota,Dinophyta,43183874,207602,0.9169,43,16,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Scrippsiella;Scrippsiella hangoei SHTV5,,,,,,,NA,0
contig_1810202_1_597_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943667471,0,0,0,0,0.640658586,0,1.33817991,0,0,0,597,597,app:CAP2UW1_0487,phosphoglycerate kinase (EC:2.7.2.3); K00927 phosphoglycerate kinase [EC:2.7.2.3],app00010||app01100||app01120||app01110,K00927,phosphoglycerate kinase [EC:2.7.2.3],Glycolysis / Gluconeogenesis || Carbon fixation in photosynthetic organisms || Carbon metabolism || Biosynthesis of amino acids,2.7.2.3,0004618||0006096,C7RL16,KOG1367,3-phosphoglycerate kinase,Carbohydrate transport and metabolism ,METABOLISM,CAMPEP_0200812156-CAMNT_0046973515,85,PF00162.14: Phosphoglycerate kinase,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,0.9131,18,10,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karenia;Karenia brevis CCMP2229,PF00162,Phosphoglycerate kinase,,,,,NA,0
contig_1810298_1_736_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765447663,0,0,0.822666067,0,0,0,0,0,0,0,736,736,,,,,,,,,,,,,,CAMPEP_0189024642-CAMNT_0032531989,26,,,Karenia brevis SP1,-311226,Eukaryota,Dinophyta,43183874,207602,0.9693,3,3,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karenia;Karenia brevis CCMP2229,,,,,,,NA,5
contig_1810491_1084_1998_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477336288,0,0,0,0,0,0,0,0,2000,915,,,,,,,,,,,,,,CAMPEP_0190377306-CAMNT_0034127431,37,,,Oxyrrhis marina,2969,Eukaryota,Dinophyta,43183874,207602,0.9126,21,8,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karenia;Karenia brevis CCMP2229,,,,,,,NA,0
contig_1810666_1_1335_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269560407,0.27730743,0,0,0.327163074,0,0,0,0,0,0,0,0,1336,1335,,,,,,,,,,,,,,CAMPEP_0199500606-CAMNT_0045329583,39,PF01822.14: WSC domain,,"Ceratium fusus, Strain PA161109",2916,Eukaryota,Dinophyta,43183874,207602,0.8856,15,9,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Lingulodinium;Lingulodinium polyedra CCMP1738,_GAP_||PF01822||_GAP_,_GAP_||WSC domain||_GAP_,,,,,NA,0
contig_1810686_76_938_+,0,0,0,1.120339566,1.382230064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,863,,,,,,,,,,,,,,CAMPEP_0199507868-CAMNT_0045338645,59,PF04156.9: IncA protein,,"Ceratium fusus, Strain PA161109",2916,Eukaryota,Dinophyta,43183874,207602,0.9606,5,2,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Ceratium;Ceratium fusus, Strain PA161109",,,,,,,NA,0
contig_1810795_1_921_-,0,0,0,0,1.295184088,0,0,1.314983695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390730882,0.803920563,0,0.554587696,1.422679815,0,0,0.415280321,0,0,0,0,0,1173,921,,,,,,,,,,,,,,CAMPEP_0200813610-CAMNT_0046975259,56,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,0.9291,29,12,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Scrippsiella;Scrippsiella hangoei SHTV5,,,,,,,NA,0
contig_1811808_1_990_-,0,0,0,0,0,0,0,0,1.013156983,1.583191683,1.9110107,0,0,0,0,0,0,0,1.198900401,0.579042406,1.580083361,0,0,3.347525021,0,1.045289142,0,0.726996248,0.373944868,0,0,0.441174448,0,0,0,0,0,0,0,0,990,990,,,,,,,,,,,,,,CAMPEP_0200856592-CAMNT_0047033333,56,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,1,6,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_1812372_1_402_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.476257957,0,0,0,1.787966456,0,0,0,0,0,0,0,0,1.086474386,0,0,0,0,0,0,0,0,932,402,,,,,,,,,,,,,,CAMPEP_0200782524-CAMNT_0046937705,44,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,0.9241,11,8,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Kryptoperidinium;Kryptoperidinium foliaceum CCMP1326,,,,,,,NA,0
contig_1813501_1_300_-,0,0,0,0,0,0,0,0,0,0,6.30633531,0,0,0,0,0,0,0,0,1.910839939,5.214275093,6.817934768,2.395875052,7.364555047,0,0,0,2.399087618,1.234018065,0,3.405168452,1.455875678,4.036548169,0,0,0,0,0,0,0,300,300,,,,,,,,,,,,,,CAMPEP_0188252374-CAMNT_0031584231,55,,,Kryptoperidinium foliaceum CCAP1116_3,-311229,Eukaryota,Dinophyta,43183874,207602,0.8815,5,4,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Kryptoperidinium;Kryptoperidinium foliaceum CCMP1326,,,,,,,NA,0
contig_1813502_1_743_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484338012,0,0.758236177,0,0.587836747,0.814915512,0,0.514768742,0,0,0,0,0,743,743,,,,,,,,,,,,,,CAMPEP_0199504378-CAMNT_0045334323,47,,,"Ceratium fusus, Strain PA161109",2916,Eukaryota,Dinophyta,43183874,207602,0.911,15,11,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Ceratium;Ceratium fusus, Strain PA161109",,,,,,,NA,0
contig_1813677_1_336_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.557168993,0,0,0,0,1.299888998,0,0,0,0,0,0,0,0,336,336,,,,,,,,,,KOG0841,Multifunctional chaperone (14-3-3 family),"Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING,CAMPEP_0170589830-CAMNT_0010913593,78,PF00244.15: 14-3-3 protein,,"Togula jolla, Strain CCCM 725",285029,Eukaryota,Dinophyta,43183874,207602,0.9206,64,24,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Alexandrium;Alexandrium temarense CCMP1771,PF00244,14-3-3 protein,,,,,NA,0
contig_1815441_1_1603_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357611966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1604,1603,,,,,,,,,,,,,,CAMPEP_0189918932-CAMNT_0033603693,39,,,Kryptoperidinium foliaceum CCMP1326,-311230,Eukaryota,Dinophyta,43183874,207602,0.9214,33,17,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karenia;Karenia brevis CCMP2229,,,,,,,NA,0
contig_1815997_1_359_-,0,0,0,0,0,0,3.138690059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,359,,,,,,,,,,,,,,CAMPEP_0190303398-CAMNT_0034036175,33,,,Oxyrrhis marina,2969,Eukaryota,Dinophyta,43183874,207602,1,1,1,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Oxyrrhinaceae;Oxyrrhis;Oxyrrhis marina,,,,,,,NA,0
contig_1816035_1_1036_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584442303,0,0,0,0,0,0,0,1236,1036,,,,,,,,,,,,,,CAMPEP_0197891706-CAMNT_0043511833,50,,,"Gonyaulax spinifera, Strain CCMP409",66791,Eukaryota,Dinophyta,43183874,207602,0.8675,7,5,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_1816158_1_999_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573825807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076,999,,,,,,,,,,,,,,CAMPEP_0190377334-CAMNT_0034127471,38,,,Oxyrrhis marina,2969,Eukaryota,Dinophyta,43183874,207602,0.977,2,2,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Oxyrrhinaceae;Oxyrrhis;Oxyrrhis marina,,,,,,,NA,0
contig_1816927_470_1012_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.278760766,0,0,0,2.647375748,0,0,0,0,1.325462772,0.681777936,0,1.881308537,0.804351203,0,0,0,0,0,0,0,0,1013,543,,,,,,,,,,,,,,CAMPEP_0198042652-CAMNT_0043692867,43,,,"Heterocapsa arctica, Strain CCMP445",192219,Eukaryota,Dinophyta,43183874,207602,0.9754,4,2,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Kryptoperidinium;Kryptoperidinium foliaceum CCMP1326,,,,,,,NA,0
contig_1817678_1_461_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.287322557,0,0,0,0,0,0,0,0,2.341842577,0,0,0,0,0,0,0,0,0,0,0,0,1286,461,,,,,,,,16020,,,,,,CAMPEP_0113822498-CAMNT_0000790435,68,,,Alexandrium minutum,39455,Eukaryota,Dinophyta,43183874,207602,0.8348,10,6,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Oxyrrhinaceae;Oxyrrhis;Oxyrrhis marina LB1974,PF01036,Bacteriorhodopsin-like protein,,,,,NA,3
contig_1818112_875_1780_-,0,0,1.115782053,0,1.316627534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655028365,0.632728457,0,0,0,0,1.577352548,1.142203367,1.319214991,0,0.408615253,1.243641236,0,0.482078039,0.668302677,0,0.422155823,0,0.881780802,0,0,0,1911,906,,,,,,,,,,KOG2799,"Succinyl-CoA synthetase, beta subunit",Energy production and conversion ,METABOLISM,CAMPEP_0178997052-CAMNT_0020689527,68,"TIGR01016: sucCoAbeta: succinate-CoA ligase, beta subunit PF08442.5:  ATP-grasp domain PF00549.14:  CoA-ligase",,Amoebophrya sp.,88552,Eukaryota,Dinophyta,43183874,207602,0.8739,51,29,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Alexandrium;Alexandrium monilatum, Strain CCMP3105",PF08442||_GAP_,ATP-grasp domain||_GAP_,,,,,NA,0
contig_1819717_1_708_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.191071319,1.61935588,3.314157898,4.333433115,3.045603879,1.560287086,0,0,0,0.508281275,1.045778021,0.795719604,0,0.616896474,2.56560265,0,1.620649049,0,0,0,0,0,708,708,,,,,,,,,,,,,,CAMPEP_0200847200-CAMNT_0047020829,60,TIGR02168: SMC_prok_B: chromosome segregation protein SMC,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,0.8972,32,15,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_1822381_127_1039_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.326357558,0,0,0,0,0,0,0,1040,913,,,,,,,,,,,,,,CAMPEP_0188249732-CAMNT_0031581541,40,,,Kryptoperidinium foliaceum CCAP1116_3,-311229,Eukaryota,Dinophyta,43183874,207602,0.9653,7,3,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Kryptoperidinium;Kryptoperidinium foliaceum CCMP1326,,,,,,,NA,0
contig_1823731_1054_1736_+,0,0,1.48008571,0,0,0,0,0,0,0,2.769986226,0,0,0,0,0,0,0,0,0,0,1.497350242,0,0,0,0,0,0.526886007,0.542028432,1.64969101,1.495681604,0.639476871,1.77300798,0,0.559990008,0,0,0,0,0,1737,683,,,,,,,,,,,,,,CAMPEP_0199433110-CAMNT_0045249233,35,,,"Ceratium fusus, Strain PA161109",2916,Eukaryota,Dinophyta,43183874,207602,1,2,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Ceratium;Ceratium fusus, Strain PA161109",,,,,,,NA,0
contig_1824479_1_951_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822440866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1423,951,,,,,,,,,,,,,,CAMPEP_0200588818-CAMNT_0046709795,40,,,"Alexandrium monilatum, Strain CCMP3105",311494,Eukaryota,Dinophyta,43183874,207602,0.8704,13,9,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Ceratium;Ceratium fusus, Strain PA161109",,,,,,,NA,0
contig_1824825_1_981_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.168709443,0.79728977,0,0,0,0,0,0,0.733665938,0.75475111,0,0.520667959,0.89044384,0,0,1.169642739,0,0,0,0,0,1179,981,,,,,,,,,,,,,,CAMPEP_0193873152-CAMNT_0038432905,36,,,Crypthecodinium cohnii Seligo,2866,Eukaryota,Dinophyta,43183874,207602,0.9033,7,5,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Crypthecodinium;Crypthecodinium cohnii Seligo,,,,,,,NA,0
contig_1826726_1_614_+,0,0,1.64641456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966540226,0.933635149,2.547691413,3.331238485,1.170622989,1.799158399,0,0,0,0.586096324,0.602940422,0.917539869,0,0,1.972254805,0,0.622920481,0,0,0,0,0,614,614,,,,,,,,,,,,,,CAMPEP_0200758812-CAMNT_0046909859,58,TIGR02168: SMC_prok_B: chromosome segregation protein SMC,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,0.8726,14,8,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Lingulodinium;Lingulodinium polyedra CCMP1738,,,,,,,NA,0
contig_1827297_1_521_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.710567024,2.162646755,0,0,0,0,0.734113581,0,0,0,0,0,652,521,tps:THAPSDRAFT_270092,hypothetical protein,,,,,,,B8CFP9,,,,,CAMPEP_0200866488-CAMNT_0047044119,88,TIGR02697: WPE_wolbac: Wolbachia palindromic element domain PF00504.16:  Chlorophyll A-B binding protein PF02129.13:  X-Pro dipeptidyl-peptidase (S15 family),,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,0.9754,16,4,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",PF00504||_GAP_,Chlorophyll A-B binding protein||_GAP_,,,,,NA,0
contig_1827619_1_291_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.272183572,1.935977594,0,1.50090276,0,0,0,0,0,0,0,0,291,291,,,,,,,,,,,,,,CAMPEP_0200824534-CAMNT_0046990231,54,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,0.923,7,7,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Kryptoperidinium;Kryptoperidinium foliaceum CCAP1116_3,,,,,,,NA,0
contig_1827807_1_796_-,0,0,0,0,0,0,0,0,1.260082177,0,0,0,0,0,0,0,0,0,0,1.440331612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796,796,,,,,,,,,,,,,,CAMPEP_0189291552-CAMNT_0032861795,37,,,Karenia brevis SP3,-311227,Eukaryota,Dinophyta,43183874,207602,0.9276,19,12,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karenia;Karenia brevis SP3,,,,,,,NA,0
contig_1827885_1_593_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3189566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,593,,,,,,,,,,,,,,CAMPEP_0199456604-CAMNT_0045275797,41,,,"Ceratium fusus, Strain PA161109",2916,Eukaryota,Dinophyta,43183874,207602,0.9261,4,4,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Alexandrium;Alexandrium margalefi, Strain AMGDE01CS-322",,,,,,,NA,0
contig_1829032_1_939_-,0,0,1.076569265,0,1.270356278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08912696,0,3.529339479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939,939,,,,,,,,0000015||0000287||0004634||0006096,,KOG2670,Enolase,Carbohydrate transport and metabolism ,METABOLISM,CAMPEP_0188992742-CAMNT_0032494925,90,"TIGR01060: eno: phosphopyruvate hydratase PF00113.17:  Enolase, C-terminal TIM barrel domain PF00121.13:  Triosephosphate isomerase",,Karenia brevis CCMP2229,-311225,Eukaryota,Dinophyta,43183874,207602,0.9527,5,5,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karenia;Karenia brevis CCMP2229,PF00113,"Enolase, C-terminal TIM barrel domain",,,,,NA,0
contig_1829369_1_239_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.483078237,7.195631569,0,0,9.022123625,0,0,0,0,30.11407052,30.979533,4.714388953,29.91989016,36.54918019,0,13.65545803,4.800918523,0,0,0,0,0,239,239,,,,,,,,16020,,,,,,CAMPEP_0200812694-CAMNT_0046974151,70,PF01036.13: Bacteriorhodopsin-like protein,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,1,3,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",PF01036,Bacteriorhodopsin-like protein,,,,,NA,2
